세트,구성품,구성품명,종류,전환 전(현행),전환 후(데이터),레거시 계산값,시트 값,차이(후-전),분류,원인 표지
AP052CAPPBH1S,AP052CNPPBH1,냉난방 프레스티지 스탠드 실내기,INDOOR,0,0,0,,0,동일,
AP052CSPFBH2SPP,AP052CNPFBH1PP,냉난방 스탠드 1등급 실내기,INDOOR,840000,840000,840000,840000,0,동일,
AP052CSPFBH2SPP,AP052CXPFBH1PP,냉난방 스탠드 1등급 실외기,OUTDOOR,1260000,1260000,1260000,1260000,0,동일,
AP060BAPPBH2S,AC060BXAPBH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,720000,720000,720000,720000,0,동일,
AP060BAPPBH2S,AP060RNPPBH1,냉난방 프리미엄 스탠드 실내기,INDOOR,480000,480000,480000,480000,0,동일,
AP060CAPPBH1S,AC060CXAPBH1,360 CST UV 실외기,OUTDOOR,900000,900000,900000,900000,0,동일,
AP060CAPPBH1S,AP060CNPPBH1,냉난방 프레스티지 스탠드 실내기,INDOOR,600000,600000,600000,600000,0,동일,
AP060CSPFBH2SPP,AP060CNPFBH1PP,냉난방 스탠드 1등급 실내기,INDOOR,952000,952000,952000,952000,0,동일,
AP060CSPFBH2SPP,AP060CXPFBH1PP,냉난방 스탠드 1등급 실외기,OUTDOOR,1428000,1428000,1428000,1428000,0,동일,
AP072BAPDBH2S,AP072BNPDBH1,냉난방 디럭스 스탠드 실내기,INDOOR,412000,412000,412000,412000,0,동일,
AP072BAPDBH2S,AP072BXPDBH1,냉난방 디럭스 스탠드 실외기,OUTDOOR,618000,618000,618000,618000,0,동일,
AP072BAPPBH2S,AC072BXAPBH5,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,780000,780000,780000,780000,0,동일,
AP072BAPPBH2S,AP072BNPPBH1,냉난방 프리미엄 스탠드 실내기,INDOOR,520000,520000,520000,520000,0,동일,
AP072CAPPBH1S,AC072CXAPBH1,360 CST UV 실외기,OUTDOOR,1014000,1014000,1014000,1014000,0,동일,
AP072CAPPBH1S,AP072CNPPBH1,냉난방 프레스티지 스탠드 실내기,INDOOR,676000,676000,676000,676000,0,동일,
AP072CSPFBH2SPP,AP072CNPFBH1PP,냉난방 스탠드 1등급 실내기,INDOOR,1012000,1012000,1012000,1012000,0,동일,
AP072CSPFBH2SPP,AP072CXPFBH1PP,냉난방 스탠드 1등급 실외기,OUTDOOR,1518000,1518000,1518000,1518000,0,동일,
AP083BAPPBH2S,AP083BNPPBH1,냉난방 프리미엄 스탠드 실내기,INDOOR,544000,544000,544000,544000,0,동일,
AP083BAPPBH2S,AP083BXPPBH3,냉난방 프리미엄 스탠드 실외기,OUTDOOR,816000,816000,816000,816000,0,동일,
AP083BSPPBH6SY,AP083BNPPBH6,비스포크 스탠드 콰이엇 그레이 실내기,INDOOR,612000,612000,612000,612000,0,동일,
AP083BSPPBH6SY,AP083BXPPBH3,냉난방 프리미엄 스탠드 실외기,OUTDOOR,918000,918000,918000,918000,0,동일,
AP083BSPPBH7SY,AP083BNPPBH7,비스포크 스탠드 세이지 블루 실내기,INDOOR,612000,612000,612000,612000,0,동일,
AP083BSPPBH7SY,AP083BXPPBH3,냉난방 프리미엄 스탠드 실외기,OUTDOOR,918000,918000,918000,918000,0,동일,
AP083BSPPBH8SY,AP083BNPPBH8,비스포크 스탠드 프라임 핑크 실내기,INDOOR,612000,612000,612000,612000,0,동일,
AP083BSPPBH8SY,AP083BXPPBH3,냉난방 프리미엄 스탠드 실외기,OUTDOOR,918000,918000,918000,918000,0,동일,
AP083CAPPBH1S,AC083CXAPBH1,냉난방 프레스티지 스탠드 실외기,OUTDOOR,1044000,1044000,1044000,1044000,0,동일,
AP083CAPPBH1S,AP083CNPPBH1,냉난방 프레스티지 스탠드 실내기,INDOOR,696000,696000,696000,696000,0,동일,
AP083CSPDBC1S,AC083CXADBC1,무풍 4way 냉방전용 실외기,OUTDOOR,690000,690000,690000,690000,0,동일,
AP083CSPDBC1S,AP083CNPDBC1,냉전 스탠드 실내기,INDOOR,460000,460000,460000,460000,0,동일,
AP083CSPFBH2SPP,AP083CNPFBH1PP,냉난방 스탠드 1등급 실내기,INDOOR,1060000,1060000,1060000,1060000,0,동일,
AP083CSPFBH2SPP,AP083CXPFBH1PP,냉난방 스탠드 1등급 실외기,OUTDOOR,1590000,1590000,1590000,1590000,0,동일,
AP110BAPPBH2S,AC110BXAPBH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1050000,1050000,1050000,1050000,0,동일,
AP110BAPPBH2S,AP110RNPPBH1,냉난방 프리미엄 스탠드 실내기,INDOOR,700000,700000,700000,700000,0,동일,
AP110BAPPHH2S,AC110BXAPHH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1050000,1050000,1050000,1050000,0,동일,
AP110BAPPHH2S,AP110RNPPHH1,냉난방 프리미엄 스탠드 실내기,INDOOR,700000,700000,700000,,0,동일,
AP110BSPPBH6SY,AC110BXAPBH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1170000,1170000,1170000,1170000,0,동일,
AP110BSPPBH6SY,AP110RNPPBH6,비스포크 스탠드 콰이엇 그레이 실내기,INDOOR,780000,780000,780000,780000,0,동일,
AP110BSPPBH7SY,AC110BXAPBH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1170000,1170000,1170000,1170000,0,동일,
AP110BSPPBH7SY,AP110RNPPBH7,비스포크 스탠드 세이지 블루 실내기,INDOOR,780000,780000,780000,780000,0,동일,
AP110BSPPBH8SY,AC110BXAPBH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1170000,1170000,1170000,1170000,0,동일,
AP110BSPPBH8SY,AP110RNPPBH8,비스포크 스탠드 프라임 핑크 실내기,INDOOR,780000,780000,780000,780000,0,동일,
AP110BSPPHH6SY,AC110BXAPHH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1170000,1170000,1170000,1170000,0,동일,
AP110BSPPHH6SY,AP110RNPPHH6,비스포크 스탠드 콰이엇 그레이 실내기,INDOOR,780000,780000,780000,780000,0,동일,
AP110BSPPHH7SY,AC110BXAPHH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1170000,1170000,1170000,1170000,0,동일,
AP110BSPPHH7SY,AP110RNPPHH7,비스포크 스탠드 세이지 블루 실내기,INDOOR,780000,780000,780000,780000,0,동일,
AP110BSPPHH8SY,AC110BXAPHH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1170000,1170000,1170000,1170000,0,동일,
AP110BSPPHH8SY,AP110RNPPHH8,비스포크 스탠드 프라임 핑크 실내기,INDOOR,780000,780000,780000,780000,0,동일,
AP110CAPPBH1S,AC110CXAPBH1,360 CST UV 실외기,OUTDOOR,1278000,1278000,1278000,1278000,0,동일,
AP110CAPPBH1S,AP110CNPPBH1,냉난방 프레스티지 스탠드 실내기,INDOOR,852000,852000,852000,852000,0,동일,
AP110CAPPHH1S,AC110CXAPHH1,360 CST UV 실외기,OUTDOOR,1278000,1278000,1278000,1278000,0,동일,
AP110CAPPHH1S,AP110CNPPHH1,냉난방 프레스티지 스탠드 실내기,INDOOR,852000,852000,852000,852000,0,동일,
AP110CSPDBC1S,AC110CXADBC1,무풍 4way 냉방전용 실외기,OUTDOOR,882000,882000,882000,882000,0,동일,
AP110CSPDBC1S,AP110CNPDBC1,냉전 스탠드 실내기,INDOOR,588000,588000,588000,588000,0,동일,
AP130BAPDBH2S,AP130BNPDBH1,냉난방 디럭스 스탠드 실내기,INDOOR,612000,612000,612000,612000,0,동일,
AP130BAPDBH2S,AP130BXPDBH1,냉난방 디럭스 스탠드 실외기,OUTDOOR,918000,918000,918000,918000,0,동일,
AP130BAPPBH2S,AC130BXAPBH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1158000,1158000,1158000,1158000,0,동일,
AP130BAPPBH2S,AP130RNPPBH1,냉난방 프리미엄 스탠드 실내기,INDOOR,772000,772000,772000,772000,0,동일,
AP130BAPPHH2S,AC130BXAPHH3,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1158000,1158000,1158000,1158000,0,동일,
AP130BAPPHH2S,AP130RNPPBH1,냉난방 프리미엄 스탠드 실내기,INDOOR,772000,772000,772000,772000,0,동일,
AP130CAPPBH1S,AC130CXAPBH1,360 CST UV 실외기,OUTDOOR,1494000,1494000,1494000,1494000,0,동일,
AP130CAPPBH1S,AP130CNPPBH1,냉난방 프레스티지 스탠드 실내기,INDOOR,996000,996000,996000,996000,0,동일,
AP130CAPPHH1S,AC130CXAPHH1,360 CST UV 실외기,OUTDOOR,1494000,1494000,1494000,1494000,0,동일,
AP130CAPPHH1S,AP130CNPPHH1,냉난방 프레스티지 스탠드 실내기,INDOOR,996000,996000,996000,996000,0,동일,
AP145BAPDHH2S,AC145BXADHH1,싱글 덕트 실외기,OUTDOOR,966000,966000,966000,966000,0,동일,
AP145BAPDHH2S,AP145RNPDHH1,냉난방 디럭스 스탠드 실내기,INDOOR,644000,644000,644000,644000,0,동일,
AP145BAPPHH2S,AC145BXAPHH5,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1134000,1134000,1134000,1188000,0,동일,
AP145BAPPHH2S,AP145BNPPHH1,냉난방 프리미엄 스탠드 실내기,INDOOR,756000,756000,756000,792000,0,동일,
AP145BSPPHH6SY,AC145BXAPHH5,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1410000,1410000,1410000,1410000,0,동일,
AP145BSPPHH6SY,AP145BNPPHH6,비스포크 스탠드 콰이엇 그레이 실내기,INDOOR,940000,940000,940000,940000,0,동일,
AP145BSPPHH7SY,AC145BXAPHH5,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1410000,1410000,1410000,1410000,0,동일,
AP145BSPPHH7SY,AP145BNPPHH7,비스포크 스탠드 세이지 블루 실내기,INDOOR,940000,940000,940000,940000,0,동일,
AP145BSPPHH8SY,AC145BXAPHH5,무풍 4way 냉난방 프리미엄 실외기,OUTDOOR,1410000,1410000,1410000,1410000,0,동일,
AP145BSPPHH8SY,AP145BNPPHH8,비스포크 스탠드 프라임 핑크 실내기,INDOOR,940000,940000,940000,940000,0,동일,
AP145CAPPHH1S,AC145CXAPHH1,360 CST UV 실외기,OUTDOOR,1446000,1446000,1446000,1446000,0,동일,
AP145CAPPHH1S,AP145CNPPHH1,냉난방 프레스티지 스탠드 실내기,INDOOR,964000,964000,964000,964000,0,동일,
AP145CSPDHC1S,AP145CNPDHC1,냉전 스탠드 실내기,INDOOR,768000,768000,768000,768000,0,동일,
AP145CSPDHC1S,AP145CXPDHC1,냉전 스탠드 실외기,OUTDOOR,1152000,1152000,1152000,1152000,0,동일,
AP230DAPDHH1S,AP230DNPDHH1,냉난방 프리미엄 스탠드 실내기,INDOOR,1680000,1680000,1680000,1680000,0,동일,
AP230DAPDHH1S,AP230DXPDHH1,냉난방 프리미엄 스탠드 실외기,OUTDOOR,2520000,2520000,2520000,2520000,0,동일,
AP290DAPDHH1S,AP290DNPDHH1,냉난방 프리미엄 스탠드 실내기,INDOOR,1860000,1860000,1860000,1860000,0,동일,
AP290DAPDHH1S,AP290DXPDHH1,냉난방 프리미엄 스탠드 실외기,OUTDOOR,2790000,2790000,2790000,2790000,0,동일,
AR06D1150HZS,AR06D1150HAX,냉전 일반 벽걸이 실외기,OUTDOOR,216000,216000,216000,222000,0,동일,
AR06D1150HZS,AR06D1150HZN,냉전 일반 벽걸이 실내기,INDOOR,144000,144000,144000,148000,0,동일,
AR07C9180HZS,AR07C9180HCX,냉난방 무풍 벽걸이 실외기,OUTDOOR,498000,498000,498000,498000,0,동일,
AR07C9180HZS,AR07C9180HZN,냉난방 무풍 벽걸이 실내기,INDOOR,332000,332000,332000,332000,0,동일,
AR07C9181HZS,AR07C9181HEX,냉난방 무풍 벽걸이 실외기,OUTDOOR,690000,690000,690000,690000,0,동일,
AR07C9181HZS,AR07C9181HZN,냉난방 무풍 벽걸이 실내기,INDOOR,460000,460000,460000,460000,0,동일,
AR07D9150HZS,AR07D9150HAX,냉전 무풍 벽걸이 실외기,OUTDOOR,339000,339000,339000,339000,0,동일,
AR07D9150HZS,AR07D9150HZN,냉전 무풍 벽걸이 실내기,INDOOR,226000,226000,226000,226000,0,동일,
AR07D9151HZS,AR07D9151HCX,냉전 무풍 벽걸이 실외기,OUTDOOR,414000,414000,414000,414000,0,동일,
AR07D9151HZS,AR07D9151HZN,냉전 무풍 벽걸이 실내기,INDOOR,276000,276000,276000,276000,0,동일,
AR07D9181HZS,AR07D9181HCX,냉난방 무풍 벽걸이 실외기,OUTDOOR,480000,480000,480000,480000,0,동일,
AR07D9181HZS,AR07D9181HZN,냉난방 무풍 벽걸이 실내기,INDOOR,320000,320000,320000,320000,0,동일,
AR09C9180HZS,AR09C9180HCX,냉난방 무풍 벽걸이 실외기,OUTDOOR,534000,534000,534000,534000,0,동일,
AR09C9180HZS,AR09C9180HZN,냉난방 무풍 벽걸이 실내기,INDOOR,356000,356000,356000,356000,0,동일,
AR09D9150HZS,AR09D9150HCX,냉전 무풍 벽걸이 실외기,OUTDOOR,444000,444000,444000,444000,0,동일,
AR09D9150HZS,AR09D9150HZN,냉전 무풍 벽걸이 실내기,INDOOR,296000,296000,296000,296000,0,동일,
AR10B5150HZS,AR10B5150HAX,냉전 일반 벽걸이 실외기,OUTDOOR,300000,300000,300000,300000,0,동일,
AR10B5150HZS,AR10B5150HZN,냉전 일반 벽걸이 실내기,INDOOR,200000,200000,200000,200000,0,동일,
AR11C9180HZS,AR11C9180HDX,냉난방 무풍 벽걸이 실외기,OUTDOOR,594000,594000,594000,594000,0,동일,
AR11C9180HZS,AR11C9180HZN,냉난방 무풍 벽걸이 실내기,INDOOR,396000,396000,396000,396000,0,동일,
AR11D9150HZS,AR11D9150HDX,냉전 무풍 벽걸이 실외기,OUTDOOR,450000,450000,450000,450000,0,동일,
AR11D9150HZS,AR11D9150HZN,냉전 무풍 벽걸이 실내기,INDOOR,300000,300000,300000,300000,0,동일,
AR13C9180HZS,AR13C9180HEX,냉난방 무풍 벽걸이 실외기,OUTDOOR,630000,630000,630000,630000,0,동일,
AR13C9180HZS,AR13C9180HZN,냉난방 무풍 벽걸이 실내기,INDOOR,420000,420000,420000,420000,0,동일,
AR13D9150HZS,AR13D9150HDX,냉전 무풍 벽걸이 실외기,OUTDOOR,516000,516000,516000,516000,0,동일,
AR13D9150HZS,AR13D9150HZN,냉전 무풍 벽걸이 실내기,INDOOR,344000,344000,344000,344000,0,동일,
AR15D9150HZS,AR15D9150HDX,냉전 무풍 벽걸이 실외기,OUTDOOR,558000,558000,558000,558000,0,동일,
AR15D9150HZS,AR15D9150HZN,냉전 무풍 벽걸이 실내기,INDOOR,372000,372000,372000,372000,0,동일,
AR16C9180HZS,AR16C9180HEX,냉난방 무풍 벽걸이 실외기,OUTDOOR,720000,720000,720000,720000,0,동일,
AR16C9180HZS,AR16C9180HZN,냉난방 무풍 벽걸이 실내기,INDOOR,480000,480000,480000,480000,0,동일,
AR50F10D13HS,AR50F10D13HNKO,냉전 일반 벽걸이 실내기,INDOOR,194400,194000,194000,194000,-400,㉠,반올림단위;예약행있음
AR50F10D13HS,AR50F10D13HXKO,냉전 일반 벽걸이 실외기,OUTDOOR,291600,292000,292000,292000,400,㉠,반올림단위;예약행있음
AR50F10D13HS,ARR-NK3F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F07C11WS,AR60F07C11WNKO,냉난방 무풍 벽걸이 실내기,INDOOR,446400,446000,446000,446000,-400,㉠,반올림단위;예약행있음
AR60F07C11WS,AR60F07C11WXKO,냉난방 무풍 벽걸이 실외기,OUTDOOR,669600,670000,670000,670000,400,㉠,반올림단위;예약행있음
AR60F07C11WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F07C12WS,AR60F07C12WNKO,냉난방 무풍 벽걸이 실내기,INDOOR,322400,322000,322000,322000,-400,㉠,반올림단위;예약행있음
AR60F07C12WS,AR60F07C12WXKO,냉난방 무풍 벽걸이 실외기,OUTDOOR,483600,484000,484000,484000,400,㉠,반올림단위;예약행있음
AR60F07C12WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F07C14WS,AR60F07C14WNKO,냉난방 무풍 벽걸이 실내기,INDOOR,306400,306000,306000,306000,-400,㉠,반올림단위;예약행있음
AR60F07C14WS,AR60F07C14WXKO,냉난방 무풍 벽걸이 실외기,OUTDOOR,459600,460000,460000,460000,400,㉠,반올림단위;예약행있음
AR60F07C14WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F07D11WS,AR60F07D11WNKO,냉전 무풍 벽걸이 실내기,INDOOR,266400,266000,266000,266000,-400,㉠,반올림단위;예약행있음
AR60F07D11WS,AR60F07D11WXKO,냉전 무풍 벽걸이 실외기,OUTDOOR,399600,400000,400000,400000,400,㉠,반올림단위;예약행있음
AR60F07D11WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F07D12WS,AR60F07D12WNKO,냉전 무풍 벽걸이 실내기,INDOOR,222400,222000,222000,222000,-400,㉠,반올림단위;예약행있음
AR60F07D12WS,AR60F07D12WXKO,냉전 무풍 벽걸이 실외기,OUTDOOR,333600,334000,334000,334000,400,㉠,반올림단위;예약행있음
AR60F07D12WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F09C13WS,AR60F09C13WNKO,냉난방 무풍 벽걸이 실내기,INDOOR,354400,354000,354000,354000,-400,㉠,반올림단위;예약행있음
AR60F09C13WS,AR60F09C13WXKO,냉난방 무풍 벽걸이 실외기,OUTDOOR,531600,532000,532000,532000,400,㉠,반올림단위;예약행있음
AR60F09C13WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F09D11WS,AR60F09D11WNKO,냉전 무풍 벽걸이 실내기,INDOOR,290400,290000,290000,290000,-400,㉠,반올림단위;예약행있음
AR60F09D11WS,AR60F09D11WXKO,냉전 무풍 벽걸이 실외기,OUTDOOR,435600,436000,436000,436000,400,㉠,반올림단위;예약행있음
AR60F09D11WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F11C13WS,AR60F11C13WNKO,냉난방 무풍 벽걸이 실내기,INDOOR,394400,394000,394000,394000,-400,㉠,반올림단위;예약행있음
AR60F11C13WS,AR60F11C13WXKO,냉난방 무풍 벽걸이 실외기,OUTDOOR,591600,592000,592000,592000,400,㉠,반올림단위;예약행있음
AR60F11C13WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F11D11WS,AR60F11D11WNKO,냉전 무풍 벽걸이 실내기,INDOOR,298400,298000,298000,298000,-400,㉠,반올림단위;예약행있음
AR60F11D11WS,AR60F11D11WXKO,냉전 무풍 벽걸이 실외기,OUTDOOR,447600,448000,448000,448000,400,㉠,반올림단위;예약행있음
AR60F11D11WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F13C13WS,AR60F13C13WNKO,냉난방 무풍 벽걸이 실내기,INDOOR,418400,418000,418000,418000,-400,㉠,반올림단위;예약행있음
AR60F13C13WS,AR60F13C13WXKO,냉난방 무풍 벽걸이 실외기,OUTDOOR,627600,628000,628000,628000,400,㉠,반올림단위;예약행있음
AR60F13C13WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F13D12WS,AR60F13D12WNKO,냉전 무풍 벽걸이 실내기,INDOOR,346400,346000,346000,346000,-400,㉠,반올림단위;예약행있음
AR60F13D12WS,AR60F13D12WXKO,냉전 무풍 벽걸이 실외기,OUTDOOR,519600,520000,520000,520000,400,㉠,반올림단위;예약행있음
AR60F13D12WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F15D12WS,AR60F15D12WNKO,냉전 무풍 벽걸이 실내기,INDOOR,370400,370000,370000,370000,-400,㉠,반올림단위;예약행있음
AR60F15D12WS,AR60F15D12WXKO,냉전 무풍 벽걸이 실외기,OUTDOOR,555600,556000,556000,556000,400,㉠,반올림단위;예약행있음
AR60F15D12WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR60F16C14WS,AR60F16C14WNKO,냉난방 무풍 벽걸이 실내기,INDOOR,486400,486000,486000,486000,-400,㉠,반올림단위;예약행있음
AR60F16C14WS,AR60F16C14WXKO,냉난방 무풍 벽걸이 실외기,OUTDOOR,729600,730000,730000,730000,400,㉠,반올림단위;예약행있음
AR60F16C14WS,ARR-WK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
AR80F07D21WS,AR80F07D21WNKO,냉전 무풍 벽걸이 실내기,INDOOR,374400,374000,374000,374000,-400,㉠,반올림단위;예약행있음
AR80F07D21WS,AR80F07D21WXKO,냉전 무풍 벽걸이 실외기,OUTDOOR,561600,562000,562000,562000,400,㉠,반올림단위;예약행있음
AR80F07D21WS,ARR-PK8F,가정용 벽걸이 리모컨,REMOTE,34000,34000,34000,34000,0,동일,예약행있음
